Country,Industry,Carbon_emission
TWN,N,434.08034758436855
TWN,O84,908.5656125001022
TWN,P85,1191.7383559228176
TWN,Q,515.8945016813562
TWN,R_S,761.6476019429209
TWN,T,0.0
TWN,U,0.0
TWN,FC_HH,20498.849318173525
USA,A01,53152.6748723725
USA,A02,2756.1666568793235
USA,A03,1098.8180862646088
USA,B,130772.86874669926
USA,C10-C12,59146.04827142285
USA,C13-C15,4522.51356492667
USA,C16,5906.713942022315
USA,C17,32447.421599180816
USA,C18,2948.7624854599435
USA,C19,133685.91090707728
USA,C20,160431.69602322456
USA,C21,1002.5534940984666
USA,C22,30125.14717078163
USA,C23,114850.80355083128
USA,C24,113631.82118138393
USA,C25,9750.522084897997
USA,C26,4899.8488143374825
USA,C27,4072.0406611567078
USA,C28,23151.085662406436
USA,C29,5497.85050845565
USA,C30,10212.601341471067
USA,C31_C32,9170.754512722433
USA,C33,2857.7312838385883
USA,D35,2094482.887020689
USA,E36,18548.31714032237
USA,E37-E39,7867.0717712152455
USA,F,62942.855423773435
USA,G45,12769.885331935082
USA,G46,26891.001810635506
USA,G47,61414.5959093587
USA,H49,246867.87676807493
USA,H50,64157.125472824926
USA,H51,194809.14321173128
USA,H52,21216.802195710352
USA,H53,7108.636450004386
USA,I,61084.67948305215
USA,J58,51.560205050611444
USA,J59_J60,174.36793652143587
USA,J61,3672.5583957213876
USA,J62_J63,14378.68234073909
USA,K64,11504.782310826573
USA,K65,10216.86726884605
USA,K66,4376.992984586818
USA,L68,12912.764509747023
USA,M69_M70,20293.75327316172
USA,M71,12800.581711693965
USA,M72,6896.850913983041
USA,M73,6944.536443236876
USA,M74_M75,2266.6253274137453
USA,N,59694.871123513054
USA,O84,242417.9786187669
USA,P85,21930.563318652963
USA,Q,84405.42783788285
USA,R_S,32279.549928335215
USA,T,0.0
USA,U,0.0
USA,FC_HH,913979.7097658241
CHE,A01,819.457632074219
CHE,A02,82.36626345294772
CHE,A03,2.327141914555756
CHE,B,67.346
CHE,C10-C12,905.102
CHE,C13-C15,71.0
CHE,C16,89.437
CHE,C17,270.913
CHE,C18,45.587
CHE,C19,960.6173943584398
CHE,C20,924.3916056415605
CHE,C21,200.554
CHE,C22,74.58500000000001
CHE,C23,3247.0840000000003
CHE,C24,392.665
CHE,C25,245.135
CHE,C26,161.967
CHE,C27,86.397
CHE,C28,165.67000000000002
CHE,C29,17.012
CHE,C30,31.145
CHE,C31_C32,54.491
CHE,C33,26.173000000000002
CHE,D35,401.184
CHE,E36,75.27546140795316
CHE,E37-E39,2329.7658489246255
CHE,F,1148.586
CHE,G45,244.739
CHE,G46,705.408
CHE,G47,545.807
CHE,H49,3452.317155631577
CHE,H50,2532.7108710905695
CHE,H51,1137.5315509328602
CHE,H52,179.215
CHE,H53,68.401
CHE,I,561.546
CHE,J58,33.73654713393628
CHE,J59_J60,0.0
CHE,J61,28.945
CHE,J62_J63,80.97800000000001
CHE,K64,169.726
CHE,K65,76.039
CHE,K66,0.0
CHE,L68,132.858
CHE,M69_M70,306.7381117937103
CHE,M71,0.0
CHE,M72,47.763
CHE,M73,0.0
CHE,M74_M75,78.42944323450133
CHE,N,250.907
CHE,O84,1288.191
CHE,P85,71.773
CHE,Q,655.944
CHE,R_S,416.966
CHE,T,0.0
CHE,U,0.0
CHE,FC_HH,18104.125
HRV,A01,657.863
HRV,A02,108.656
HRV,A03,15.965
HRV,B,707.72
HRV,C10-C12,297.975
HRV,C13-C15,14.772
HRV,C16,17.036
HRV,C17,35.068
HRV,C18,12.870000000000001
HRV,C19,1537.595
HRV,C20,632.362
HRV,C21,6.867
HRV,C22,19.946
HRV,C23,1578.694
HRV,C24,108.397
HRV,C25,41.683
HRV,C26,37.886
HRV,C27,20.191
HRV,C28,2.942
HRV,C29,4.614
HRV,C30,5.003
HRV,C31_C32,24.887
HRV,C33,21.259
HRV,D35,3704.029
HRV,E36,0.488
HRV,E37-E39,0.6880000000000001
HRV,F,1311.096
HRV,G45,110.641
HRV,G46,246.663
HRV,G47,47.354
HRV,H49,834.6220000000001
HRV,H50,138.643
HRV,H51,32.979
HRV,H52,28.541
HRV,H53,14.416
HRV,I,38.423
HRV,J58,10.48
HRV,J59_J60,33.626
HRV,J61,14.416
HRV,J62_J63,10.48
HRV,K64,32.413000000000004
HRV,K65,9.223
HRV,K66,8.024000000000001
HRV,L68,107.553
HRV,M69_M70,35.951
HRV,M71,18.489
HRV,M72,8.175
HRV,M73,18.489
HRV,M74_M75,41.402
HRV,N,95.31400000000001
HRV,O84,55.962
HRV,P85,61.587
HRV,Q,70.793
HRV,R_S,92.208
HRV,T,27.111
HRV,U,0.0
HRV,FC_HH,4680.1410000000005
NOR,A01,481.882
NOR,A02,56.229
NOR,A03,1143.852
NOR,B,14286.694
NOR,C10-C12,428.157
NOR,C13-C15,6.723
NOR,C16,32.581
NOR,C17,93.07000000000001
NOR,C18,5.736
NOR,C19,1509.071326307019
NOR,C20,2979.153667346269
NOR,C21,2.0860063467115886
NOR,C22,45.286
NOR,C23,1804.915
NOR,C24,3833.743
NOR,C25,22.631
NOR,C26,0.638
NOR,C27,6.538
NOR,C28,30.947
NOR,C29,14.087
NOR,C30,24.533
NOR,C31_C32,9.154
NOR,C33,23.429000000000002
NOR,D35,1701.688
NOR,E36,5.488
NOR,E37-E39,74.126
NOR,F,834.729
NOR,G45,70.0357649904041
NOR,G46,132.98042170622833
NOR,G47,264.12881150336756
NOR,H49,5691.805
NOR,H50,5674.509
NOR,H51,4088.523
NOR,H52,86.324
NOR,H53,10.913253403058807
NOR,I,73.831
NOR,J58,6.596
NOR,J59_J60,2.795
NOR,J61,10.96494875694119
NOR,J62_J63,17.566
NOR,K64,10.758795329647942
NOR,K65,2.6109891600103063
NOR,K66,4.267685960341749
NOR,L68,22.385
NOR,M69_M70,25.050436735070818
NOR,M71,35.15764980992477
NOR,M72,5.223928769921642
NOR,M73,4.6359779795959435
NOR,M74_M75,8.782648104788525
NOR,N,80.31716121156887
NOR,O84,261.106
NOR,P85,32.169000000000004
NOR,Q,99.252
NOR,R_S,58.17960418912943
NOR,T,0.0
NOR,U,0.0
NOR,FC_HH,4878.188
ROW,A01,126012.89320837065
ROW,A02,11213.130083495082
ROW,A03,10360.157207498374
ROW,B,228457.57483682886
ROW,C10-C12,44143.24021145672
ROW,C13-C15,18046.284126104812
ROW,C16,4429.157931735583
ROW,C17,8927.54966111875
ROW,C18,2445.9269595575247
ROW,C19,168033.27231462416
ROW,C20,115099.99542770564
ROW,C21,2981.009171521707
ROW,C22,449098.48153497337
ROW,C23,123141.64828100357
ROW,C24,134830.85957582784
ROW,C25,9188.214518770073
ROW,C26,4953.527081022923
ROW,C27,3699.806246067458
ROW,C28,7496.089625962597
ROW,C29,4961.481593734969
ROW,C30,2468.6559648762336
ROW,C31_C32,156140.33138900518
ROW,C33,1348.5898310593632
ROW,D35,3903998.1943998826
ROW,E36,5283.531945485888
ROW,E37-E39,87786.87688832064
ROW,F,89775.60091788163
ROW,G45,10410.184612815317
ROW,G46,59814.97109998921
ROW,G47,53364.578876279535
ROW,H49,268829.777730896
ROW,H50,198613.05073888993
ROW,H51,187602.882964099
ROW,H52,31580.48824890701
ROW,H53,4000.2510885572747
ROW,I,39364.37071582803
ROW,J58,637.7085522146336
ROW,J59_J60,738.0167951372918
ROW,J61,5266.767880244498
ROW,J62_J63,8025.469610539998
ROW,K64,11000.450752949577
ROW,K65,4834.922751288939
ROW,K66,2409.47910565039
ROW,L68,13143.311943974817
ROW,M69_M70,25295.08009343416
ROW,M71,6609.393623971569
ROW,M72,7189.719399994252
ROW,M73,0.0
ROW,M74_M75,6802.463997886012
ROW,N,29275.360306011462
ROW,O84,145320.2414880124
ROW,P85,35586.94713241076
ROW,Q,55558.480385108545
ROW,R_S,41453.8318629531
ROW,T,0.03945391653067224
ROW,U,0.0
ROW,FC_HH,858072.7556290167
